Company,id_15_min_candles,mainCandleTime,Open,Close,High,Low,Volume,id_15_min_candles,timestamp,Open,Close,High,Low,Volume
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5331,"2017-02-06 12:45:00",1481.40,1484.00,1486.55,1480.30,20900
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5332,"2017-02-06 13:00:00",1484.00,1482.70,1484.65,1481.00,10560
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5333,"2017-02-06 13:15:00",1481.35,1481.35,1481.90,1474.00,29114
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5334,"2017-02-06 13:30:00",1481.35,1479.50,1481.35,1474.50,26402
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5335,"2017-02-06 13:45:00",1479.75,1477.35,1479.75,1474.95,17622
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5336,"2017-02-06 14:00:00",1477.50,1481.00,1484.00,1477.35,26600
ACC,5317,"2017-02-06 09:15:00",1412.00,1412.50,1421.85,1402.00,88548,5337,"2017-02-06 14:15:00",1481.00,1479.10,1482.95,1478.00,17312
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4042,"2017-04-24 09:15:00",1519.00,1546.40,1549.00,1513.65,221560
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4043,"2017-04-24 09:30:00",1545.90,1549.45,1558.45,1543.90,108680
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4044,"2017-04-24 09:45:00",1549.45,1558.00,1567.00,1545.15,87412
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4045,"2017-04-24 10:00:00",1558.00,1557.60,1567.35,1553.00,60918
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4046,"2017-04-24 10:15:00",1557.60,1565.25,1566.00,1556.00,51064
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4047,"2017-04-24 10:30:00",1565.30,1561.65,1566.00,1561.55,36455
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4048,"2017-04-24 10:45:00",1561.65,1561.10,1563.00,1560.10,24503
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4049,"2017-04-24 11:00:00",1561.10,1562.10,1563.50,1561.10,16833
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4050,"2017-04-24 11:15:00",1562.15,1582.05,1582.05,1561.55,100063
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4051,"2017-04-24 11:30:00",1581.85,1586.65,1589.90,1580.00,149552
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4052,"2017-04-24 11:45:00",1586.95,1604.70,1606.00,1586.10,187130
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4053,"2017-04-24 12:00:00",1604.70,1596.65,1604.80,1594.00,106953
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4054,"2017-04-24 12:15:00",1596.65,1596.35,1601.40,1595.70,33574
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4055,"2017-04-24 12:30:00",1596.35,1603.25,1609.60,1595.95,82158
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4056,"2017-04-24 12:45:00",1604.00,1601.00,1606.00,1600.00,47218
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4057,"2017-04-24 13:00:00",1601.00,1605.00,1605.00,1597.00,57630
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4058,"2017-04-24 13:15:00",1604.95,1612.00,1614.10,1604.95,118074
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4059,"2017-04-24 13:30:00",1612.00,1607.85,1614.00,1603.00,74626
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4060,"2017-04-24 13:45:00",1607.85,1603.95,1609.00,1603.15,40313
ACC,4041,"2017-04-21 15:15:00",1499.00,1495.50,1501.00,1486.00,36147,4061,"2017-04-24 14:00:00",1603.95,1613.10,1615.60,1603.20,83391
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2965,"2017-07-17 15:00:00",1742.45,1748.80,1749.00,1742.45,82170
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2966,"2017-07-17 15:15:00",1748.00,1751.90,1751.90,1745.30,86731
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2967,"2017-07-18 09:15:00",1780.00,1802.45,1808.95,1764.60,642797
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2968,"2017-07-18 09:30:00",1803.30,1772.50,1803.30,1768.55,379772
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2969,"2017-07-18 09:45:00",1772.00,1784.30,1785.00,1771.00,102854
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2970,"2017-07-18 10:00:00",1784.25,1782.30,1785.00,1778.25,49579
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2971,"2017-07-18 10:15:00",1783.00,1784.00,1789.90,1780.70,56094
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2972,"2017-07-18 10:30:00",1783.90,1781.50,1784.95,1780.70,19181
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2973,"2017-07-18 10:45:00",1781.50,1781.95,1782.95,1780.00,27646
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2974,"2017-07-18 11:00:00",1780.90,1784.95,1786.95,1776.15,89753
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2975,"2017-07-18 11:15:00",1784.95,1781.75,1787.00,1778.40,29651
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2976,"2017-07-18 11:30:00",1781.75,1781.55,1783.00,1780.00,17592
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2977,"2017-07-18 11:45:00",1781.55,1782.25,1782.90,1781.00,10936
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2978,"2017-07-18 12:00:00",1782.30,1782.25,1785.00,1780.40,20915
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2979,"2017-07-18 12:15:00",1782.25,1781.55,1782.40,1780.35,23689
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2980,"2017-07-18 12:30:00",1781.55,1782.90,1783.00,1781.10,25657
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2981,"2017-07-18 12:45:00",1782.15,1781.00,1782.95,1780.35,18695
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2982,"2017-07-18 13:00:00",1781.00,1780.85,1782.00,1780.05,13469
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2983,"2017-07-18 13:15:00",1780.85,1782.90,1785.60,1780.75,65323
ACC,2964,"2017-07-17 14:45:00",1743.55,1742.05,1747.10,1728.10,103782,2984,"2017-07-18 13:30:00",1782.85,1782.00,1784.00,1781.50,13582
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1676,"2017-09-28 09:15:00",1593.70,1595.70,1606.15,1590.15,39054
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1677,"2017-09-28 09:30:00",1595.70,1614.00,1615.00,1591.45,43383
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1678,"2017-09-28 09:45:00",1611.30,1620.00,1620.95,1610.00,77852
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1679,"2017-09-28 10:00:00",1620.00,1623.00,1624.05,1615.00,27847
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1680,"2017-09-28 10:15:00",1623.00,1626.45,1626.80,1621.50,43579
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1681,"2017-09-28 10:30:00",1626.10,1627.60,1632.85,1625.00,64383
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1682,"2017-09-28 10:45:00",1628.00,1633.60,1637.00,1627.65,28150
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1683,"2017-09-28 11:00:00",1634.00,1635.30,1638.30,1627.00,40254
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1684,"2017-09-28 11:15:00",1635.30,1633.75,1635.35,1631.00,12894
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1685,"2017-09-28 11:30:00",1633.75,1636.80,1638.20,1632.15,20392
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1686,"2017-09-28 11:45:00",1636.80,1658.90,1660.00,1634.65,105092
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1687,"2017-09-28 12:00:00",1658.90,1653.00,1663.00,1650.00,59991
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1688,"2017-09-28 12:15:00",1653.00,1648.80,1656.00,1648.55,22295
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1689,"2017-09-28 12:30:00",1648.80,1647.45,1653.00,1645.30,31302
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1690,"2017-09-28 12:45:00",1647.45,1647.40,1650.00,1645.05,15155
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1691,"2017-09-28 13:00:00",1647.40,1648.65,1651.30,1643.00,25035
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1692,"2017-09-28 13:15:00",1648.65,1655.00,1655.95,1646.40,25930
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1693,"2017-09-28 13:30:00",1655.00,1655.05,1657.75,1655.00,15840
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1694,"2017-09-28 13:45:00",1655.05,1656.10,1657.00,1654.35,16456
ACC,1675,"2017-09-27 15:15:00",1588.55,1590.00,1595.00,1580.00,42474,1695,"2017-09-28 14:00:00",1656.10,1669.00,1669.40,1656.00,61522
ADANIPORTS,39411,"2014-11-10 11:15:00",290.10,289.55,290.60,287.40,166612,39412,"2014-11-10 11:30:00",289.60,290.40,290.50,289.50,44168
ADANIPORTS,39411,"2014-11-10 11:15:00",290.10,289.55,290.60,287.40,166612,39413,"2014-11-10 11:45:00",290.35,289.70,291.00,289.65,76656
ADANIPORTS,39411,"2014-11-10 11:15:00",290.10,289.55,290.60,287.40,166612,39414,"2014-11-10 12:00:00",289.80,289.25,290.35,289.00,24170
ADANIPORTS,39411,"2014-11-10 11:15:00",290.10,289.55,290.60,287.40,166612,39415,"2014-11-10 12:15:00",289.20,289.80,289.95,288.55,13863
ADANIPORTS,39411,"2014-11-10 11:15:00",290.10,289.55,290.60,287.40,166612,39416,"2014-11-10 12:30:00",289.80,289.45,289.95,289.05,37120
